Pays,TIME_PERIOD,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire),Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,Nombre d’abonnés à la télévision par câble,Total Internet Protocol (IP) telephone subscriptions,Total des abonnements au téléphone cellulaire mobile,Total des abonnements au téléphone cellulaire mobile pour 100 habitants,Total des lignes d'accès téléphoniques,Total des recettes des télécommunications,Total des recettes des télécommunications USD,Total des voies d'accès de communication,Total des voies d'accès de communication pour 100 habitants
Türkiye,1998,,1098392314.0,,2000000.0,,3506100.0,5.61,16960000.0,1308169936.0,,20466100.0,32.76
Türkiye,1999,779600.0,1586358838.0,,2000000.0,,7796000.0,12.3,18060000.0,2287298888.0,,25856000.0,40.81
Türkiye,2000,6627607.0,2230578775.0,3540601230.0,2155800.0,,15062744.0,23.44,18402362.0,3885697568.0,6167773917.0,33465106.0,52.07
Türkiye,2001,11500000.0,3627823884.0,2949450312.0,2110000.0,,18420000.0,28.27,18913178.0,7216241264.0,5866862816.0,37333178.0,57.29
Türkiye,2002,17125431.0,3259603998.0,2158678144.0,2200000.0,,23323118.0,35.34,18928408.0,10137413062.0,6713518584.0,42277057.0,64.05
Türkiye,2003,20851364.0,1952082561.0,1301388374.0,1044400.0,,27887535.0,41.75,18932710.0,15634124101.0,10422749401.0,47015971.0,70.39
Türkiye,2004,26355089.0,1473772016.0,1030609801.0,1126946.0,,34707549.0,51.34,19139168.0,16361138291.0,11441355448.0,54353169.0,80.41
Türkiye,2005,30600875.0,1913744023.0,1428167181.0,1195000.0,,43608965.0,63.72,18992521.0,16872512873.0,12591427517.0,64131486.0,93.71
Türkiye,2006,42694895.0,2463198676.0,1722516557.0,1204797.0,,52662709.0,76.0,18846151.0,16140709456.0,11287209410.0,74282545.0,107.2
Türkiye,2007,50237153.0,2478691182.0,1906685525.0,1140534.0,,61975807.0,88.34,18216271.0,19276812781.0,14828317524.0,84587878.0,120.57
Türkiye,2008,52640000.0,3367652998.0,2590502306.0,1130294.0,,65824110.0,92.64,17519301.0,20362009642.0,15663084340.0,89080030.0,125.37
Türkiye,2009,46910000.0,5803830918.0,3744407044.0,1142812.0,,62779554.0,87.15,16550926.0,20717080387.0,13365858314.0,85716774.0,118.99
Türkiye,2010,42711772.0,3760800686.0,2507200457.0,1230275.0,,61769635.0,84.45,16218022.0,21178756016.0,14119170677.0,85101269.0,116.35
Türkiye,2011,42279472.0,5600663429.0,3353690676.0,1260885.0,,65321745.0,88.01,15226327.0,27044745171.0,16194458186.0,88139439.0,118.75
Türkiye,2012,41709890.0,5761549321.0,3200860734.0,1251097.0,,67680547.0,90.03,14425705.0,30103304104.0,16724057836.0,89975220.0,119.69
Türkiye,2013,41465390.0,5462402021.0,2874948432.0,1181907.0,495711.0,69661108.0,91.48,13055994.0,31298797331.1254,16473051227.0,91110493.0,119.65
Türkiye,2014,40037521.0,5670234124.0,2589148002.0,1176126.0,610904.0,71888414.0,93.14,11917961.0,33662589323.0,15371045353.0,92672736.0,120.07
Türkiye,2015,38181732.0,17274973984.0,6351093376.0,1160985.0,706419.0,73639261.0,94.15,10786636.0,39579808750.0,14551400276.0,93930491.0,120.09
Türkiye,2016,36343215.0,7427592586.0,2459467744.0,1187934.0,931498.0,75061699.0,94.68,11077559.0,45230764500.6413,14977074338.0,96638950.0,121.9
Türkiye,2017,35717456.0,8154243170.0,2234039225.0,1214524.0,1348237.0,77800170.0,96.87,11308444.0,51147072312.4752,14012896524.0,101033519.0,125.8
Türkiye,2018,34382665.0,9404070040.0,1947012431.0,1248240.0,1281814.0,80117999.0,98.42,11633461.0,59030389375.7665,12221612707.0,105158686.0,129.18
États-Unis,1996,,47661000000.0,,63000000.0,,44043000.0,16.35,127948129.0,,,171991129.0,63.84
États-Unis,1997,,56963000000.0,,64200000.0,,55312293.0,20.29,132027308.0,,,187339601.0,68.71
États-Unis,1998,,65079000000.0,,65100000.0,,69209321.0,25.09,133483589.0,326753000000.0,,202692910.0,73.48
États-Unis,1999,4302350.0,84433000000.0,,65900000.0,,86047000.0,30.84,180682623.0,365587000000.0,,266729623.0,95.59
États-Unis,2000,6570000.0,113301000000.0,113301000000.0,66600000.0,,109478000.0,38.8,183671491.0,402143000000.0,402143000000.0,293149491.0,103.89
États-Unis,2001,11565000.0,105607000000.0,105607000000.0,66863000.0,,128500000.0,45.09,184709483.0,419514000000.0,419514000000.0,313209483.0,109.91
États-Unis,2002,11565000.0,61442000000.0,61442000000.0,66081000.0,,141800000.0,49.3,182261129.0,430357000000.0,430357000000.0,343354808.0,119.38
États-Unis,2003,11565000.0,60522000000.0,60522000000.0,66018000.0,,160600000.0,55.36,175847832.0,429238000000.0,429238000000.0,364308574.0,125.58
États-Unis,2004,15000000.0,62715000000.0,62715000000.0,65436344.0,,184700000.0,63.08,170501571.0,438528000000.0,438528000000.0,392713744.0,134.12
États-Unis,2005,23430000.0,70760000000.0,70760000000.0,65237000.0,,203700000.0,68.93,167898490.0,457465000000.0,457465000000.0,420073334.0,142.15
États-Unis,2006,36270000.0,79884000000.0,79884000000.0,65400093.0,,229619000.0,76.96,160270420.0,471681000000.0,471681000000.0,450532289.0,150.99
États-Unis,2007,44710000.0,79717000000.0,79717000000.0,64881050.0,,249332000.0,82.77,151174614.0,491123000000.0,491123000000.0,470562760.0,156.21
États-Unis,2008,46508552.0,80651000000.0,80651000000.0,63667918.0,21744000.0,261284000.0,85.92,141019000.0,508672000000.0,508672000000.0,479903095.0,157.81
États-Unis,2009,54582317.0,67262000000.0,67262000000.0,62079783.0,25996000.0,274283000.0,89.41,126949000.0,505503000000.0,505503000000.0,481225000.0,156.87
États-Unis,2010,58735750.0,70223000000.0,70223000000.0,59836198.0,31768000.0,285118000.0,92.17,117884000.0,517507000000.0,517507000000.0,487524000.0,157.61
États-Unis,2011,71593069.0,73531000000.0,73531000000.0,58024485.0,36670000.0,297404000.0,95.45,106649000.0,539611000000.0,539611000000.0,492370000.0,158.02
États-Unis,2012,,81038000000.0,81038000000.0,56364164.0,42457000.0,304838000.0,97.12,96138000.0,556587000000.0,556587000000.0,493488000.0,157.22
États-Unis,2013,,87240000000.0,87240000000.0,54829531.0,47953000.0,305742000.0,96.74,85280000.0,558935000000.0,558935000000.0,487053000.0,154.1
États-Unis,2014,,86631000000.0,86631000000.0,53959000.0,54238000.0,355500000.0,111.66,72605000.0,588172000000.0,588172000000.0,526350000.0,165.32
États-Unis,2015,75800000.0,84498000000.0,84498000000.0,53265000.0,59131000.0,378000000.0,117.85,64566000.0,601970000000.0,601970000000.0,544783000.0,169.85
États-Unis,2016,77500000.0,87659000000.0,87659000000.0,52759000.0,63200000.0,396000000.0,122.57,58200000.0,627970000000.0,627970000000.0,559914000.0,173.31
États-Unis,2017,77400000.0,94472000000.0,94472000000.0,51762000.0,66600000.0,400000000.0,123.02,49700000.0,617045000000.0,617045000000.0,557899000.0,171.58
États-Unis,2018,74000000.0,94997000000.0,94997000000.0,50505000.0,67000000.0,421800000.0,128.92,42900000.0,630683000000.0,630683000000.0,575565000.0,175.92
